customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-4177,Male,0,No,Yes,51,Yes,No,DSL,No internet service,No,No,Yes,No,No internet service,Two year,No,Electronic check,71.73,3700.2,No
CUST-4178,Male,0,No,No,40,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,66.28,2609.71,Yes
CUST-4179,Male,0,Yes,No,30,Yes,Yes,No,No,Yes,No,No internet service,No,No,One year,Yes,Credit card (automatic),40.71,1212.38,No
CUST-4180,Female,0,No,No,21,No,Yes,No,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),89.16,1864.48,Yes
CUST-4181,Male,0,Yes,No,3,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),37.43,122.77,No
CUST-4182,Female,0,Yes,No,12,Yes,Yes,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,73.81,909.46,No
CUST-4183,Female,0,Yes,No,44,Yes,No,No,No,No internet service,No internet service,No,No,No,Two year,No,Mailed check,43.7,1877.24,No
CUST-4184,Female,0,Yes,No,41,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,114.29,4682.89,No
CUST-4185,Female,0,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,21.13,1093.81,No
CUST-4186,Female,1,Yes,No,19,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Electronic check,38.32,780.77,No
CUST-4187,Male,0,No,Yes,53,Yes,No,DSL,Yes,No internet service,No,No,No,No,One year,No,Credit card (automatic),42.6,2297.49,Yes
CUST-4188,Male,0,Yes,Yes,35,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.86,2085.46,Yes
CUST-4189,Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),41.64, ,Yes
CUST-4190,Female,0,No,No,14,Yes,No,No,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,67.63,998.31,No
CUST-4191,Male,0,Yes,No,16,Yes,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,105.93,1696.75,No
CUST-4192,Male,0,No,Yes,23,Yes,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),89.81,2076.65,No
CUST-4193,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.54,4339.84,Yes
CUST-4194,Female,1,Yes,No,71,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),27.19,1950.16,No
CUST-4195,Female,0,No,No,22,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),88.0,1965.65,Yes
CUST-4196,Female,0,No,No,45,Yes,No,No,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,34.97,1608.78,Yes
CUST-4197,Male,0,No,Yes,71,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No internet service,No,Two year,No,Credit card (automatic),97.28,6897.85,Yes
CUST-4198,Female,1,Yes,No,7,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,43.38,229.98,Yes
CUST-4199,Female,1,No,No,58,Yes,Yes,No,No internet service,No,No,No internet service,No internet service,No,One year,Yes,Mailed check,60.16,3501.37,No
CUST-4200,Female,0,No,No,58,No,No,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,Yes,Electronic check,53.47,3136.6,Yes
CUST-4201,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,104.56,1205.79,No
CUST-4202,Female,0,Yes,Yes,38,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,30.97,1172.32,No
CUST-4203,Female,0,No,No,27,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,2094.77,Yes
CUST-4204,Male,0,No,No,60,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No internet service,Two year,No,Bank transfer (automatic),32.53,1891.63,Yes
CUST-4205,Female,0,No,No,15,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No,One year,Yes,Electronic check,89.08,1322.01,No
CUST-4206,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),109.21,183.57,No
CUST-4207,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,61.93,998.77,No
CUST-4208,Female,0,Yes,No,29,Yes,No,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.3,1925.4,Yes
CUST-4209,Female,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),111.46,1337.17,No
CUST-4210,Male,0,No,Yes,12,No,Yes,DSL,No internet service,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),70.61,888.62,No
CUST-4211,Female,0,Yes,No,42,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,Two year,Yes,Mailed check,67.25,2814.32,Yes
CUST-4212,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),76.37,1557.28,No
CUST-4213,Female,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),87.52,4737.83,Yes
CUST-4214,Female,0,Yes,No,39,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),28.99,1146.46,No
CUST-4215,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.77,1443.86,No
CUST-4216,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No internet service,No internet service,No,One year,Yes,Mailed check,62.02,4450.7,Yes
CUST-4217,Male,0,No,No,51,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),25.52,1254.29,No
CUST-4218,Female,0,No,No,52,No,Yes,DSL,No,Yes,No,Yes,No,No internet service,Two year,No,Electronic check,97.26,5081.24,Yes
CUST-4219,Female,1,No,No,51,Yes,No phone service,DSL,No,Yes,Yes,No,No,No internet service,One year,Yes,Electronic check,56.13,2856.01,Yes
CUST-4220,Female,0,Yes,No,29,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No,One year,No,Credit card (automatic),28.34,799.45,Yes
CUST-4221,Female,0,Yes,No,32,Yes,No,No,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,81.94,2648.4,Yes
CUST-4222,Female,0,Yes,Yes,56,No,Yes,Fiber optic,No internet service,No,No,No,No,No internet service,Two year,Yes,Credit card (automatic),106.7,6039.07,No
CUST-4223,Male,0,Yes,No,51,Yes,No,DSL,No,No,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),107.47,5473.24,No
CUST-4224,Female,0,Yes,No,8,Yes,No,DSL,No internet service,Yes,No,No,Yes,No,One year,Yes,Electronic check,114.5,916.42,No
CUST-4225,Female,0,Yes,No,53,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,105.45,5529.76,Yes
CUST-4226,Male,0,No,Yes,0,No,Yes,No,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),18.47, ,No
CUST-4227,Male,0,No,No,43,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),56.46,2438.84,Yes
CUST-4228,Female,1,Yes,No,8,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,100.51,803.06,Yes
CUST-4229,Male,0,No,No,31,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.06,1688.75,Yes
CUST-4230,Female,0,No,Yes,14,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),78.71,1138.23,Yes
CUST-4231,Female,1,Yes,Yes,11,Yes,No,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),79.18,873.88,Yes
CUST-4232,Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,54.94,3206.08,Yes
CUST-4233,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,109.15,774.44,Yes
CUST-4234,Female,0,Yes,No,71,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No,Two year,Yes,Electronic check,68.82,4748.89,No
CUST-4235,Male,1,No,No,26,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Electronic check,64.96,1633.36,Yes
CUST-4236,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Mailed check,118.5,7255.11,Yes
CUST-4237,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),67.85,714.18,Yes
CUST-4238,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,36.18,2286.46,Yes
CUST-4239,Female,0,Yes,No,41,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,69.81,2800.25,No
CUST-4240,Female,1,No,Yes,61,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,100.06,6079.82,Yes
CUST-4241,Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),96.32,972.9,Yes
CUST-4242,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),97.5,4114.29,No
CUST-4243,Female,1,No,No,16,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),89.41,1379.57,Yes
CUST-4244,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,43.8,1398.07,No
CUST-4245,Male,1,No,No,39,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),104.89,4031.14,Yes
CUST-4246,Male,0,No,No,22,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),108.04,2398.78,Yes
CUST-4247,Male,0,Yes,Yes,55,Yes,No phone service,No,Yes,Yes,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),37.76,2093.65,No
CUST-4248,Male,0,No,Yes,5,Yes,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,31.36,110.08,No
CUST-4249,Female,0,No,No,49,Yes,Yes,DSL,No,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),116.3,5646.03,Yes
CUST-4250,Female,0,No,No,36,Yes,No,No,Yes,No,No internet service,No,No,No,Two year,No,Credit card (automatic),105.52,3817.83,Yes
CUST-4251,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,108.02,6777.27,Yes
CUST-4252,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,107.33,5678.97,Yes
CUST-4253,Female,0,No,No,71,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.69,5195.36,Yes
CUST-4254,Male,1,Yes,No,48,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,83.21,4018.04,Yes
CUST-4255,Male,0,Yes,No,10,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),73.06,684.8,Yes
CUST-4256,Female,1,Yes,No,48,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No internet service,One year,No,Electronic check,23.4,1120.52,No
CUST-4257,Female,0,No,Yes,20,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,93.17,1816.66,Yes
CUST-4258,Female,0,Yes,No,65,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,69.04,4531.1,Yes
CUST-4259,Female,1,No,No,62,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),83.34,5243.91,Yes
CUST-4260,Male,0,Yes,No,27,Yes,No phone service,No,No,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),68.77,1814.54,Yes
CUST-4261,Female,0,No,No,16,Yes,No,No,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),67.68,1081.32,No
CUST-4262,Male,1,Yes,No,5,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),35.51,223.42,No
CUST-4263,Female,1,No,Yes,18,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,46.26,833.89,No
CUST-4264,Male,0,No,Yes,55,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.21,1909.63,Yes
CUST-4265,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,37.91,1026.15,No
CUST-4266,Male,0,No,No,65,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),116.03,7489.11,No
CUST-4267,Female,0,Yes,No,37,Yes,Yes,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.64,1250.63,No
CUST-4268,Male,0,No,Yes,36,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,45.31,1687.52,Yes
CUST-4269,Female,0,No,No,67,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),77.6,5214.91,Yes
CUST-4270,Female,0,Yes,No,48,Yes,No,DSL,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,79.57,3900.54,Yes
CUST-4271,Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.72,1327.66,No
CUST-4272,Male,0,Yes,No,35,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,98.02,3449.65,No
CUST-4273,Female,1,No,No,57,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,97.16,5505.72,Yes
CUST-4274,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,42.1,461.42,No
CUST-4275,Male,0,No,Yes,51,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,No,Mailed check,47.26,2476.98,No
CUST-4276,Male,0,Yes,No,57,Yes,No,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),112.52,6400.89,Yes
CUST-4277,Male,0,Yes,No,31,Yes,No,No,No internet service,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),101.23,3120.55,Yes
CUST-4278,Female,0,Yes,No,59,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,88.38,5231.6,Yes
CUST-4279,Male,1,No,Yes,57,No,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),26.51,1403.44,No
CUST-4280,Female,0,Yes,No,55,No,Yes,No,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.29,3383.69,Yes
CUST-4281,Male,0,No,No,27,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,74.46,2105.64,No
CUST-4282,Male,1,Yes,No,0,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,37.08, ,No
CUST-4283,Female,0,Yes,No,41,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),63.3,2615.9,Yes
CUST-4284,Female,0,Yes,No,47,No,Yes,No,No internet service,Yes,Yes,No,No internet service,Yes,One year,Yes,Electronic check,78.65,3685.72,Yes
CUST-4285,Male,0,No,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.15,1941.09,Yes
CUST-4286,Female,0,No,No,62,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),96.73,6056.96,Yes
CUST-4287,Female,0,No,Yes,71,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,102.72,7338.94,Yes
CUST-4288,Female,0,No,No,3,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),50.77,174.82,No
CUST-4289,Male,0,No,Yes,37,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),102.54,3810.66,Yes
CUST-4290,Female,0,No,No,26,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,28.66,760.19,No
CUST-4291,Female,1,Yes,No,8,No,Yes,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,102.44,793.22,Yes
CUST-4292,Male,0,No,No,15,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,33.6,629.06,Yes
CUST-4293,Male,0,No,Yes,55,Yes,No phone service,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,26.58,1447.62,Yes
CUST-4294,Female,0,No,No,30,Yes,No,No,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,82.75,2461.16,No
CUST-4295,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.68,909.87,Yes
CUST-4296,Female,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),109.49,2626.3,Yes
CUST-4297,Female,0,No,No,33,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No,One year,No,Mailed check,54.75,1805.8,No
CUST-4298,Male,0,Yes,Yes,66,Yes,No,No,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.11,3179.99,Yes
CUST-4299,Male,0,No,Yes,23,Yes,Yes,No,Yes,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),68.57,1611.04,No
CUST-4300,Female,1,Yes,No,72,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,64.07,4649.51,No
CUST-4301,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),52.87,1250.86,No
CUST-4302,Male,0,No,No,19,Yes,No phone service,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,87.97,1691.46,No
CUST-4303,Male,1,Yes,No,63,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,94.59,5908.89,Yes
CUST-4304,Male,0,No,No,9,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.97,912.98,Yes
CUST-4305,Female,0,No,No,66,Yes,No phone service,No,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),116.02,7666.1,Yes
CUST-4306,Male,1,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),45.05,1034.34,Yes
CUST-4307,Female,0,Yes,Yes,4,Yes,No,No,No,No internet service,No,No,No,No internet service,Two year,Yes,Mailed check,90.22,393.59,No
CUST-4308,Female,0,No,Yes,66,No,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),57.87,3857.95,Yes
CUST-4309,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),86.3,4961.38,Yes
CUST-4310,Male,0,No,No,26,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,66.09,1651.13,No
CUST-4311,Female,0,No,No,14,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,Two year,Yes,Mailed check,118.12,1771.81,Yes
CUST-4312,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,91.5,3109.77,Yes
CUST-4313,Female,0,No,Yes,52,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),113.98,5987.61,Yes
CUST-4314,Male,0,Yes,No,43,Yes,No,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),102.16,4267.16,Yes
CUST-4315,Female,0,Yes,No,25,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,108.99,2711.48,Yes
CUST-4316,Female,0,No,Yes,46,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),100.1,4531.57,Yes
CUST-4317,Female,0,Yes,Yes,33,Yes,No,No,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.4,2082.13,Yes
CUST-4318,Female,0,No,No,49,No,No,DSL,Yes,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),43.55,2136.48,Yes
CUST-4319,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.47,593.43,No
CUST-4320,Female,0,Yes,No,3,Yes,No,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Credit card (automatic),20.28,126.54,Yes
CUST-4321,Female,0,Yes,No,47,Yes,No,No,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),70.91,3421.22,No
CUST-4322,Male,1,No,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,69.01,3678.2,Yes
CUST-4323,Female,0,Yes,No,0,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,One year,Yes,Electronic check,71.04, ,No
CUST-4324,Male,0,Yes,No,65,Yes,No,No,No,No internet service,No internet service,No,Yes,Yes,One year,No,Electronic check,116.14,7497.55,Yes
CUST-4325,Female,0,Yes,No,29,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,109.85,3243.45,Yes
CUST-4326,Male,0,No,Yes,2,Yes,No,DSL,No,No,No internet service,No internet service,No,No internet service,One year,No,Electronic check,34.5,76.95,No
CUST-4327,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,55.32,1108.02,Yes
CUST-4328,Female,0,No,Yes,48,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Two year,Yes,Mailed check,60.86,2936.9,No
CUST-4329,Female,0,Yes,No,61,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,54.48,3307.72,Yes
CUST-4330,Male,0,No,Yes,37,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,98.5,3601.68,No
CUST-4331,Male,0,No,No,14,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,70.92,995.43,No
CUST-4332,Female,0,No,No,51,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,75.75,3849.9,Yes
CUST-4333,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,One year,Yes,Mailed check,103.98,4696.45,Yes
CUST-4334,Female,0,Yes,No,24,No,Yes,No,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),99.25,2300.4,No
CUST-4335,Female,0,No,No,20,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No,One year,Yes,Mailed check,31.54,640.12,No
CUST-4336,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.0,325.54,No
CUST-4337,Male,0,No,Yes,69,No,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,62.01,4286.26,Yes
CUST-4338,Male,0,Yes,No,46,Yes,No,DSL,No,No,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,47.86,2246.81,Yes
CUST-4339,Male,1,No,No,67,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,23.28,1531.95,Yes
CUST-4340,Female,0,Yes,Yes,17,Yes,Yes,No,No,No,No internet service,No,No internet service,No,One year,Yes,Electronic check,67.22,1202.58,No
CUST-4341,Male,0,No,No,20,No,No,DSL,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,53.97,992.36,Yes
CUST-4342,Female,0,Yes,No,22,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No,Two year,No,Bank transfer (automatic),43.53,1034.85,No
CUST-4343,Female,0,No,No,63,Yes,No,No,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),88.06,5609.7,Yes
CUST-4344,Female,0,No,No,66,Yes,Yes,No,No,No,No internet service,Yes,No,Yes,One year,Yes,Electronic check,95.58,6263.95,No
CUST-4345,Female,1,No,Yes,39,Yes,No,DSL,No,No internet service,Yes,No internet service,No,Yes,One year,No,Electronic check,42.85,1627.24,Yes
CUST-4346,Female,0,Yes,Yes,9,Yes,No,DSL,No,No internet service,No,No,No internet service,No,Two year,Yes,Electronic check,23.22,134.23,No
CUST-4347,Male,0,Yes,No,51,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),103.55,5327.12,No
CUST-4348,Male,0,No,No,71,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.25,1350.23,Yes
CUST-4349,Male,0,No,No,60,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,Yes,Electronic check,112.43,6725.61,Yes
CUST-4350,Female,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,81.33,5067.65,Yes
CUST-4351,Male,0,Yes,No,4,No,Yes,No,No,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,50.6,293.0,Yes
CUST-4352,Female,0,No,No,52,Yes,No phone service,DSL,No,No internet service,No,No,No,Yes,Two year,No,Electronic check,43.02,2188.4,Yes
